Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness
American Light Lager,9,"20,5","1,043","1,008","4,54","31,73","4,43",5,60,"1,175",35,
American IPA,7,"4,5","1,052","1,01","5,57","73,76","4,63",4,15,"1,059",80,
American Pale Ale,10,"37,85","1,05","1,013","4,95","31,04","9,34","47,32",60,"1,04",65,"1,25"
American Light Lager,9,"41,64","1,04","1,009","3,99","53,36","9,35","49,21",60,"1,034",80,"1,25"
American Pale Ale,10,22,"1,052","1,013","5,11","40,49","8,82",25,60,"1,046",75,3
American Light Lager,9,"56,78","1,069","1,017","6,76","47,29","4,67","56,78",60,"1,069",75,"1,5"
American Light Lager,9,25,"1,056","1,011","5,96","60,34","4,71",18,60,"1,078",35,
American IPA,7,22,"1,063","1,01","6,87","46,81","10,66",24,60,"1,058",65,
American IPA,7,23,"1,048","1,008","5,28","47,23","4,07",28,60,"1,04",65,
American IPA,7,12,"1,058","1,016","5,55","70,3","7,82",11,60,"1,064",70,3
American Pale Ale,10,"20,82","1,048","1,013","4,59","38,3","5,21","11,36",60,"1,089",25,
American IPA,7,22,"1,052","1,009","5,68","85,19","11,8",32,60,"1,036",70,
American Pale Ale,10,"18,4","1,056","1,014","5,54","42,66","6,72","18,4",60,"1,056",55,
American IPA,7,"7,57","1,04","1,008","4,21","56,59","38,03","11,36",60,"1,027",70,
Saison,134,"9,46","1,046","1,008","5,02","34,02","3,44","15,14",60,"1,029",75,"1,5"
American Light Lager,9,"3,79","1,053","1,013","5,17",0,"2,8","3,79",60,1,35,
American Light Lager,9,"13,75","1,074","1,02","7,01","51,77","4,81",27,75,"1,038",60,"2,5"
American Pale Ale,10,"21,5","12,8721","3,06072","5,26","34,91","10,61","23,5",60,"11,8",80,4
American Pale Ale,10,20,"1,053","1,015",5,"32,41","6,23",25,60,"1,042",80,"2,5"
American IPA,7,21,"1,062","1,014","6,35","49,43","9,38","28,5",60,"1,046",65,"2,5"
American Pale Ale,10,21,"1,06","1,015","5,85","42,93","13,95","28,5",60,"1,044",65,3
American IPA,7,"20,82","1,059","1,014","5,92","49,96","6,02","32,18",90,"1,038",72,"1,33"
American IPA,7,23,"1,047","1,008","5,09","95,06","5,48",31,75,"1,035",68,"2,5"
American IPA,7,"18,5","1,07","1,017","6,95","78,39","6,92",22,60,"1,059",75,3
American Pale Ale,10,"39,75","1,052","1,014",5,"42,23","8,44","45,42",60,"1,046",73,"1,25"
American Light Lager,9,"64,35","1,05","1,016","4,45","26,07","20,51","71,92",60,"1,045",74,"1,5"
Saison,134,20,"1,065","1,011","6,99","20,95","5,25",20,60,"1,065",70,3
Saison,134,"359,61","1,062","1,009","6,95","32,29","8,11","416,4",60,"1,054",68,"1,5"
American IPA,7,21,"1,001",1,"0,09",0,"0,28",26,60,"1,001",70,4
American IPA,7,"18,93","1,067","1,012","7,23","65,3","8,35","28,39",60,"1,045",70,"1,5"
American Pale Ale,10,"20,82","1,058","1,015","5,74","97,08","12,65","11,36",85,"1,107",35,
American Amber Ale,4,25,"1,061","1,014","6,13","42,61","11,46",28,60,"1,054",75,
American Pale Ale,10,"132,49","1,055","1,014","5,4","46,28","4,24","136,27",60,"1,053",75,"1,5"
American Amber Ale,4,"18,93","1,058","1,014","5,77","38,94","10,43","28,39",60,"1,039",68,
American Pale Ale,10,55,"1,044","1,009","4,65","53,99","5,77",80,60,"1,03",67,
American IPA,7,"20,82","1,067","1,012","7,24","84,71","9,63","28,39",60,"1,049",68,"1,5"
American Pale Ale,10,53,"1,037","1,007","3,89","46,36","5,66",50,60,"1,039",75,"5,3"
American IPA,7,"37,85","1,072","1,016","7,26","119,27","5,7","45,42",60,"1,06",83,"1,5"
American IPA,7,"22,71","1,063","1,013","6,52","56,11","4,25","25,74",60,"1,056",70,
American Pale Ale,10,"136,27","1,051","1,014","4,86","37,8","9,98","151,42",60,"1,046",75,"1,5"
American IPA,7,"22,71","1,064","1,011","6,96","80,85","7,95","18,93",60,"1,076",70,
American IPA,7,21,"1,069","1,011","7,86","120,05","7,4","28,5",60,"1,051",65,
American IPA,7,"22,5","1,071","1,018","6,95","23,51","6,23",32,80,"1,05",70,
American IPA,7,"20,82","1,067","1,012","7,25","40,64","6,31","28,39",60,"1,049",81,
American Pale Ale,10,"20,82","1,045","1,012","4,28","16,79","5,34","28,39",60,"1,033",75,"1,5"
American Light Lager,9,23,"1,049","1,009","5,2","77,39","14,53","28,5",60,"1,04",75,3
American IPA,7,160,1,1,0,"52,73",0,170,90,1,90,
American Pale Ale,10,26,"1,047","1,009","5,03","39,18","7,45",17,60,"1,032",35,
American Amber Ale,4,"20,82","1,052","1,013","5,1","30,16","9,52","26,5",90,"1,041",75,"1,5"
American Pale Ale,10,"20,82","1,047","1,011","4,73","30,74","3,9","28,39",60,"1,035",70,
American Amber Ale,4,"18,93","1,058","1,011","6,1","41,92","10,94","25,55",75,"1,043",70,
American IPA,7,51,"1,062","1,011","6,63","64,08","11,38",56,60,"1,056",80,3
American IPA,7,"18,93","1,053","1,01","5,66",79,"3,34","9,46",60,"1,107",35,
American IPA,7,"20,82","1,06","1,015","5,84","38,58","6,66","30,28",60,"1,041",75,
American Light Lager,9,23,"1,056","1,011","5,9","56,53","11,58",28,60,"1,046",65,5
American IPA,7,"18,93","1,071","1,019","6,83","39,56","4,97","26,5",75,"1,051",75,"1,5"
American IPA,7,"81,39","1,051","1,009","5,51","58,59","5,94","100,31",60,"1,041",73,"1,3"
American IPA,7,"22,71","1,065","1,015","6,54","241,95","4,34","30,28",60,"1,049",70,"1,5"
American Light Lager,9,"34,07","1,061","1,015",6,"8,98","17,97","41,64",60,"1,05",70,"1,25"
American Light Lager,9,22,"1,037","1,006","4,17","14,6","2,9",28,60,"1,029",70,
American IPA,7,"18,93","1,069","1,014","7,18","65,09","8,82","24,61",40,"1,053",65,"1,5"
American Pale Ale,10,"37,85","1,053","1,013","5,24","197,72","5,94","28,39",60,"1,071",70,"1,5"
American Pale Ale,10,9,"1,055","1,011","5,76","38,62","9,24",6,60,"1,083",70,
American IPA,7,"19,87","1,073","1,012","8,38","117,58","6,56","25,55",75,"1,057",74,"1,71"
American Amber Ale,4,"18,93","1,061","1,016","5,83","56,28","12,47","28,39",60,"1,041",35,
American IPA,7,"22,71","1,073","1,017","7,34","83,07","4,93","9,46",90,"1,174",70,
American Light Lager,9,"18,93","1,057","1,013","5,77","21,9","17,14","26,5",60,"1,04",80,"1,5"
American Pale Ale,10,"17,03","1,052","1,01","5,53","32,85","5,71","22,71",60,"1,039",72,"1,7"
American Light Lager,9,"20,82","1,017","1,004","1,72","14,69","0,61","28,39",60,"1,013",80,4
American Pale Ale,10,23,"1,052","1,007","5,93","31,4","7,99",29,60,"1,041",75,"3,1"
Saison,134,"22,71","1,05","1,009","5,4","23,67","3,58","29,34",60,"1,039",75,"1,25"
American Light Lager,9,25,"1,053","1,01","5,59","27,16","3,6",28,60,"1,047",70,
Saison,134,"41,64","1,049","1,012","4,89","26,03","3,83",53,90,"1,038",68,"1,5"
American Amber Ale,4,"18,93","1,071","1,018","6,93","41,01","15,04","28,39",60,"1,047",60,"1,5"
American IPA,7,40,"1,051","1,011","5,19","52,52","10,52",44,60,"1,046",70,
American Pale Ale,10,"18,93","1,058","1,014","5,66","37,73","9,51","28,39",60,"1,038",70,"1,5"
American Pale Ale,10,23,"1,049","1,008","5,37","58,45","5,65","29,5",60,"1,038",68,"3,383"
Saison,134,"22,71","1,072","1,022","6,65","28,4","27,35","28,39",60,"1,058",70,"1,5"
American IPA,7,23,"1,057","1,014","5,58","45,97","4,55","28,5",60,"1,046",75,5
American IPA,7,"20,82","1,049","1,009","5,27","69,85","7,74","28,39",60,"1,036",60,
American Pale Ale,10,"15,5","1,047","1,012","4,68","43,96","5,8","13,5",60,"1,054",62,
American Amber Ale,4,"20,82","1,062","1,015","6,07","32,39","12,48","28,39",60,"1,045",70,"1,2"
American IPA,7,"11,73","18,3118","2,51375","9,09","146,02","7,08","15,14",60,"14,4",62,
American Pale Ale,10,"62,46","1,043","1,009","4,52","62,47","5,55","72,64",60,"1,037",60,
American Pale Ale,10,50,"1,046","1,008","5,04","34,05","6,66",60,60,"1,039",77,"3,24"
American IPA,7,"18,93","1,06","1,014","6,04","76,44","6,3","9,46",40,"1,119",5,
American Pale Ale,10,11,"1,069","1,015","7,05","43,01","8,36",13,60,"1,058",70,
American IPA,7,50,"1,046","1,008","5,06","57,75","8,05",55,60,"1,042",75,3
American IPA,7,"20,82","1,068","1,017","6,68","35,55","6,42","27,44",60,"1,052",75,
American Light Lager,9,"45,42","1,045","1,011","4,46","33,7","4,91","49,21",90,"1,041",80,"1,5"
American IPA,7,"11,36","1,065","1,013","6,79","73,52","7,72","15,14",60,"1,049",65,"1,5"
American IPA,7,"19,87","1,066","1,016","6,6","79,38","8,16","24,61",60,"1,053",70,2
American Pale Ale,10,21,"1,054","1,012","5,41","41,31","7,01","34,2",60,"1,033",80,3
American IPA,7,25,"1,06","1,012","6,29","71,11","6,15",29,60,"1,052",78,
American Pale Ale,10,"20,82","1,05","1,009","5,49","48,13","3,37","28,39",60,"1,037",75,
American Light Lager,9,"20,82","1,048","1,012","4,75","36,09","17,55","28,39",60,"1,035",75,2
Saison,134,"20,82","1,057","1,009","6,22","31,15","4,43","21,77",60,"1,054",35,
American Pale Ale,10,26,"1,053","1,012","5,47","27,7","4,66",31,60,"1,045",78,"2,7"
Saison,134,"18,93","1,04","1,011","3,79","16,87","4,62","28,39",75,"1,027",70,"1,5"
American IPA,7,"7,57","1,081","1,022","7,74","109,33","7,28","5,68",60,"1,108",35,
American IPA,7,"11,36","1,076","1,021","7,29","76,78","6,6","17,03",60,"1,051",68,"1,3"
Saison,134,"18,93","1,059","1,012","6,22","20,05","3,94","26,5",90,"1,042",75,
American IPA,7,"62,46","1,067","1,015","6,8","70,59","8,81","75,71",60,"1,055",70,
American IPA,7,21,"1,063","1,013","6,5","51,14",10,"28,5",60,"1,046",70,3
American Pale Ale,10,"22,71","1,049","1,01","5,08","48,99","4,86","32,18",90,"1,035",78,"1,5"
Saison,134,"18,93","1,055","1,012","5,74","34,51","3,68","11,36",60,"1,092",35,
American IPA,7,21,"1,059","1,015","5,72","64,33","5,4",26,80,"1,047",80,"3,5"
American IPA,7,9,"1,074","1,018","7,28","43,76","4,77",11,60,"1,06",35,
American Pale Ale,10,"18,93","1,054","1,01","5,74","69,59",6,"9,46",60,"1,108",80,
American Pale Ale,10,"20,82","1,054","1,013","5,43","44,94","5,36","11,36",60,"1,099",60,
Saison,134,"20,82","1,043","1,008","4,62","25,53","3,67","28,39",90,"1,031",65,"1,5"
Saison,134,"20,82","1,064","1,009","7,3","20,28","4,15","26,5",60,"1,05",73,"1,33"
American IPA,7,"20,82","1,071","1,017","7,08","73,03","9,92","28,39",60,"1,052",75,"1,5"
American Pale Ale,10,26,"1,054","1,01","5,82","43,07","6,42",31,60,"1,045",70,3
American IPA,7,"20,82","1,068","1,013","7,2","49,17","7,01","24,61",60,"1,057",70,"1,5"
American IPA,7,20,"1,065","1,016","6,46","64,59","7,66",16,60,"1,081",77,3
American Pale Ale,10,30,"1,062","1,018","5,75","35,94","9,62",37,90,"1,05",70,3
American IPA,7,"18,93","1,067","1,016","6,76","55,24","4,53","24,11",60,"1,053",65,"1,25"
American Amber Ale,4,19,"1,05","1,012","5,05","42,57","19,76",22,60,"1,043",63,3
American IPA,7,18,"1,061","1,015","6,03","135,21",9,22,60,"1,05",69,3
American Light Lager,9,20,"1,049","1,015","4,5","23,81","5,82",30,60,"1,033",70,"2,5"
American IPA,7,21,"1,076","1,019","7,55","73,35","10,11",25,60,"1,064",88,3
American IPA,7,"22,71","1,065","1,011","6,99",93,"14,07","30,28",60,"1,048",72,"1,45"
American IPA,7,"18,93","1,064","1,013","6,72","79,63","6,79","18,93",60,"1,064",35,
American IPA,7,"20,82","1,074","1,018","7,32","30,81","5,58","28,39",60,"1,054",65,"1,3"
American Light Lager,9,"18,93","1,054","1,01","5,72","25,5","3,89","22,71",20,"1,045",70,"1,25"
American Amber Ale,4,"28,39","1,059","1,014","5,87","36,01","14,45","35,96",60,"1,046",68,"1,6"
American Light Lager,9,25,"1,052","1,013","5,14","43,68","8,07","29,5",60,"1,044",85,"2,5"
American IPA,7,"24,23","1,07","1,023","6,25","101,04","6,34","34,83",90,"1,049",74,
American Pale Ale,10,20,"1,05","1,009","5,43","42,38","7,54",8,60,"1,125",35,
American IPA,7,"9,46","1,064","1,012","6,75","52,64","5,47","14,2",60,"1,043",70,"1,5"
American Pale Ale,10,21,"1,032","1,008","3,12","50,48","11,34",25,60,"1,027",35,"3,33"
American Light Lager,9,"15,14","1,053","1,01","5,58","101,89","3,17","7,57",60,"1,105",35,
American IPA,7,"9,5","1,073","1,013","7,85","69,45","5,88",13,70,"1,053",75,3
American IPA,7,"3,79","1,078","1,025","6,95",68,"9,99","6,62",60,"1,045",25,
American Pale Ale,10,22,"1,06","1,01","6,52","25,6","3,91",24,60,"1,055",75,3
American Pale Ale,10,"7,95","1,049","1,01","5,19","31,3","3,47","11,36",60,"1,035",70,"1,5"
American IPA,7,46,"1,049","1,01","5,12","54,77","4,59","54,5",60,"1,041",67,"2,8"
American Amber Ale,4,"19,31","1,077","1,021","7,31","54,36","12,38","11,36",60,"1,131",35,
American IPA,7,"22,71","1,068","1,018","6,57","72,24","7,14","26,5",60,"1,059",78,"1,5"
American Light Lager,9,19,"1,05","1,01","5,29","1,72","4,94","28,5",90,"1,034",70,"2,9"
American IPA,7,"3,79","1,091","1,021","9,11","82,86","8,87","6,62",60,"1,052",25,
American IPA,7,"20,82","1,041","1,01","4,04","65,95","6,54","26,5",60,"1,032",75,
American Pale Ale,10,25,"1,041","1,007","4,42","30,32","4,5","28,5",60,"1,036",80,5
American IPA,7,"20,82","1,088","1,023","8,56","70,6","6,34","28,39",60,"1,065",85,"1,5"
American Pale Ale,10,10,"1,047","1,009","5,03","37,64","8,56",6,60,"1,079",35,
American IPA,7,23,"1,057","1,009","6,2","59,07","7,68","28,5",70,"1,046",70,"2,7"
American Pale Ale,10,"20,82","1,052","1,015","4,76","37,85","9,39","24,61",60,"1,044",80,"1,33"
American IPA,7,"37,85","1,069","1,017","6,8","74,5","8,34","45,42",80,"1,058",75,"1,5"
American IPA,7,"20,82","1,068","1,011","7,45","64,36","6,17","24,61",60,"1,058",70,"1,5"
American Pale Ale,10,"47,32","1,06","1,015","5,88","38,9","9,28",53,60,"1,053",72,"1,3"
American IPA,7,"22,71","1,067","1,014","6,96","63,7","6,36","28,39",60,"1,054",70,"1,4"
Saison,134,15,"1,065","1,006","7,72","45,71","5,44",18,60,"1,054",60,"3,9"
American IPA,7,"18,93","1,063","1,016","6,16","71,05","8,98","11,36",60,"1,104",70,
Saison,134,"359,61","1,06","1,015","5,89","22,64","6,26","416,4",60,"1,052",68,"1,5"
American Pale Ale,10,"20,82","1,048","1,009","5,11","56,79","5,72","11,36",60,"1,088",35,
American IPA,7,"41,64","1,071","1,016","7,17","91,01","9,63","49,21",60,"1,06",75,"1,5"
American IPA,7,22,"1,065","1,016","6,37","59,08","20,01","28,5",60,"1,05",65,3
American Light Lager,9,"19,87","1,077","1,022","7,22","45,69",50,"15,14",60,"1,101",35,
American IPA,7,"20,82","1,061","1,015","6,04","47,26","7,98","27,25",60,"1,046",61,"1,5"
American Pale Ale,10,"20,82","1,045","1,01","4,58","26,19","4,56","22,71",60,"1,041",75,
American Pale Ale,10,23,"1,059","1,011","6,32","32,31","10,01",30,60,"1,045",65,
American IPA,7,"41,64","1,077","1,02","7,47","44,72","7,32","56,78",60,"1,056",70,"1,5"
American Pale Ale,10,"9,46","1,068","1,011","7,4","40,28","4,32","15,14",60,"1,042",75,
American IPA,7,20,"1,057","1,011","6,03",0,"15,94","28,5",70,"1,04",75,3
American IPA,7,"20,82","1,063","1,009","7,06","36,54","9,91","26,5",60,"1,05",72,
American IPA,7,"20,82","1,033","1,008","3,34","102,65","10,12","28,39",60,"1,024",35,"1,5"
American IPA,7,"24,61","1,068","1,017","6,76","117,79","5,37","28,39",60,"1,059",75,"1,6"
American IPA,7,"18,93","1,055","1,011","5,89","64,21","4,67","11,36",30,"1,092",35,
American Amber Ale,4,"18,93","1,054","1,014","5,32","31,56","9,74","11,36",60,"1,09",35,
American Pale Ale,10,"41,64","1,052","1,01","5,46","36,69","5,57","49,21",60,"1,044",75,"1,5"
American Amber Ale,4,"20,82","1,049","1,008","5,31","42,56","18,7","28,39",60,"1,036",65,"1,5"
American Pale Ale,10,"18,93","1,05","1,01","5,36","57,39","4,38","11,36",75,"1,084",35,
American Pale Ale,10,25,"1,057","1,013","5,74","50,58","10,71",19,60,"1,075",70,
American IPA,7,19,"1,056","1,013","5,65","58,3","10,53",25,60,"1,042",75,"5,25"
American Pale Ale,10,14,"1,072","1,017","7,15","89,67","7,45",10,60,"1,1",65,
American IPA,7,"20,82","1,064","1,015","6,42","78,8","4,36","26,5",60,"1,05",70,"1,7"
American Pale Ale,10,"22,71","1,057","1,013","5,77","42,09","6,1","26,5",60,"1,049",70,"1,5"
American IPA,7,50,"1,063","1,012","6,66","85,2","4,38",60,60,"1,052",77,"3,06"
Saison,134,"39,75","1,029","1,003","3,43","26,21","2,19","49,21",90,"1,024",83,"1,5"
American Light Lager,9,"18,93","1,061","1,013","6,23","56,17","14,52","24,61",60,"1,047",35,"1,25"
American Pale Ale,10,45,"1,061","1,01","6,59","38,73","5,97",52,60,"1,052",65,2
American Pale Ale,10,"22,71","1,046","1,012","4,55","36,88","6,17","28,39",60,"1,037",70,"1,5"
American Light Lager,9,"20,82","1,052","1,013","5,14",0,6,"28,39",60,"1,038",60,"1,5"
American IPA,7,"20,82","1,063","1,015","6,31","59,02","6,31","26,5",60,"1,05",76,"1,25"
American Light Lager,9,"20,82","1,06","1,015","5,91",0,"11,45","30,28",60,"1,041",70,
American Light Lager,9,"20,82","1,042","1,01","4,09",57,"21,78","28,39",60,"1,03",35,"1,5"
American IPA,7,"20,82","1,054","1,014","5,32","34,61","5,57","28,39",60,"1,04",60,"1,5"
American IPA,7,30,"1,064","1,012","6,85","48,78","11,77",42,70,"1,046",65,
American Amber Ale,4,25,"1,059","1,014","6,02","30,62",13,"28,5",60,"1,052",66,"2,5"
American Pale Ale,10,"20,82","1,061","1,015","5,95","40,24","3,66","28,39",60,"1,045",80,
American IPA,7,"20,82","1,069","1,016","6,99","68,24","4,99","26,5",60,"1,055",70,"1,25"
American Pale Ale,10,10,"1,051","1,01","5,36","33,74","5,93",12,90,"1,042",75,
American Pale Ale,10,10,"1,046","1,009","4,87","44,84","7,07",15,60,"1,031",35,3
American Light Lager,9,"20,82","1,056","1,012","5,75","53,36","5,4","28,39",90,"1,041",75,"1,5"
American IPA,7,23,"1,057","1,013","5,68","34,37","4,69",28,60,"1,046",70,"2,5"
American Amber Ale,4,"20,82","1,05","1,016","4,51","49,98","16,25","27,44",90,"1,038","76,5","1,5"
American IPA,7,"20,82","1,057","1,015","5,47","73,51","3,81","28,39",60,"1,041",70,"1,5"
American IPA,7,"20,82","1,066","1,013","6,95","40,56","6,02","28,39",60,"1,049",40,
American IPA,7,15,"1,038","1,008","3,9","95,12","9,53","28,5",60,"1,02",35,3
American Pale Ale,10,"18,93","1,054","1,015","5,13","46,17","8,33","20,82",60,"1,044",70,
Saison,134,21,"1,054","1,009","5,92","25,61","3,1","28,5",60,"1,037",75,
American Light Lager,9,40,"1,055","1,01","5,85","10,07","6,61",45,60,"1,049",70,3
American Light Lager,9,"18,93","1,008","1,002","0,83",0,"0,93","28,39",60,"1,006",70,"1,33"
American Amber Ale,4,22,"1,054","1,014","5,35","25,18","17,22",26,60,"1,046",68,3
American Light Lager,9,"64,35","1,052","1,013","5,1","55,33","14,51","71,92",60,"1,046",74,"1,5"
American Pale Ale,10,"20,82","1,072","1,019","7,01","60,84","7,9","28,39",60,"1,053",70,"1,25"
American IPA,7,40,"1,056","1,011","5,98","44,19","6,45",65,60,"1,035",70,"1,5"
Saison,134,"20,82","1,073","1,011","8,1",0,"27,59","26,5",60,"1,057",70,"1,4"
American IPA,7,50,"1,076","1,019","7,46","87,95","10,9",50,90,"1,076",80,3
American IPA,7,"41,64","1,053","1,017","4,68","90,94","36,19","47,32",60,"1,046",35,
American Light Lager,9,"20,82","1,053","1,012","5,43",0,"3,19","26,5",90,"1,042",65,"1,5"
American IPA,7,"7,57","1,067","1,014","6,96","55,13","10,23","12,68",60,"1,04",75,2
American IPA,7,"22,71","1,069","1,018","6,77","80,82","5,39","26,5",60,"1,059",75,"1,5"
American Amber Ale,4,21,"1,055","1,015","5,48","40,6","7,4",8,60,"1,145",35,
American IPA,7,"22,71","1,066","1,015","6,7","51,75","6,82","30,28",60,"1,05",68,
American IPA,7,"20,82","1,073","1,017","7,36","49,44","6,44","28,39",60,"1,053",75,"1,75"
American IPA,7,"26,5","1,052","1,008","5,97","36,27","6,21","30,28",60,"1,046",70,"1,57"
American IPA,7,"20,82","1,059","1,011","6,23","72,4","4,95","28,39",60,"1,043",70,"1,5"
American Amber Ale,4,20,"1,051","1,01","5,44","31,23","11,92",24,60,"1,043",65,3
American IPA,7,19,"1,045","1,009","4,74","59,61","3,35",25,60,"1,034",70,5
American Light Lager,9,12,"1,044","1,011","4,27","18,11","4,7",12,60,"1,044",61,
American Pale Ale,10,"45,42","1,053","1,009","5,78","40,87","6,13","51,1",60,"1,047","74,8","1,5"
American IPA,7,"22,71","1,067","1,017","6,57","61,77","12,67","32,18",90,"1,047",72,"1,5"
American Pale Ale,10,"9,46","1,059","1,012","6,24","179,47","4,71","9,46",60,"1,059",70,"1,4"
Saison,134,45,"1,059","1,006",7,"34,84","6,1",52,60,"1,045",75,"3,5"
Saison,134,"18,93","1,058","1,004","7,06","53,27","3,73","23,28",70,"1,047",78,"1,3"
Saison,134,"20,82","1,054","1,007","6,21","28,95","3,49","22,71",70,"1,05",80,"1,3"
American Pale Ale,10,"12,2","1,054","1,012","5,53","35,71",15,"14,5",60,"1,045",75,3
American Pale Ale,10,23,"1,053","1,01","5,68","48,91","7,35",27,60,"1,046",80,"3,1"
American IPA,7,"18,93","1,058","1,009","6,42","62,25","12,36","18,93",60,"1,058",72,
American Pale Ale,10,"22,71","1,059","1,011","6,26","85,72","5,1","28,39",60,"1,047",80,
American IPA,7,"4,73","1,077","1,019","7,65","103,86","5,37","8,33",60,"1,044",60,
American Light Lager,9,"20,82","1,055","1,014","5,41","33,32","8,91","28,39",60,"1,04",70,"1,5"
American Pale Ale,10,25,"1,055","1,01","5,91","33,17","8,1",30,60,"1,046",80,3
American IPA,7,23,"1,054","1,011","5,67","23,59","6,31",26,60,"1,048",68,
American Pale Ale,10,50,"1,145","1,027","15,36",0,"16,95",70,60,"1,103",35,
American IPA,7,"94,64","1,078","1,02","7,55","75,98","4,74","105,99",90,"1,07",75,
Saison,134,"20,82","1,059","1,01","6,42","29,6","3,67","15,9",60,"1,077",68,
American IPA,7,"15,14","1,064","1,016","6,25","134,45","6,09","11,36",60,"1,085",35,
American Pale Ale,10,23,"1,06","1,014","6,09","31,92","4,87",28,60,"1,049",85,3
